iter	Passed	Remaining
467	364	414
468	364	413
469	365	411
470	365	410
471	366	409
472	366	408
473	367	407
474	367	406
475	368	405
476	368	404
477	369	403
478	369	402
479	370	401
480	370	399
481	371	398
482	371	397
483	372	396
484	372	395
485	373	394
486	373	393
487	373	392
488	374	391
489	374	390
490	375	389
491	375	388
492	376	387
493	376	386
494	377	385
495	377	383
496	378	382
497	378	381
498	379	380
499	379	379
500	380	378
501	380	377
502	381	376
503	381	375
504	382	374
505	382	373
506	383	372
507	383	371
508	384	370
509	384	369
510	385	368
511	385	367
512	386	366
513	386	365
514	387	364
515	387	363
516	388	362
517	388	361
518	389	360
519	389	359
520	390	358
521	390	357
522	390	356
523	391	355
524	392	354
525	392	353
526	392	352
527	393	351
528	393	350
529	394	349
530	394	348
531	395	347
532	395	346
533	396	345
534	396	344
535	397	343
536	397	342
537	398	341
538	398	341
539	399	340
540	399	339
541	400	338
542	400	337
543	401	336
544	401	335
545	402	334
546	402	333
547	402	332
548	403	331
549	403	330
550	404	329
551	404	328
552	405	327
553	405	326
554	406	325
555	406	324
556	407	323
557	407	323
558	408	322
559	408	321
560	409	320
561	409	319
562	410	318
563	410	317
564	411	316
565	411	315
566	412	314
567	412	313
568	412	312
569	413	311
570	413	310
571	414	309
572	414	309
573	415	308
574	415	307
575	416	306
576	416	305
577	417	304
578	417	303
579	418	302
580	418	301
581	419	300
582	419	300
583	420	299
584	420	298
585	420	297
586	421	296
587	421	295
588	422	294
589	422	293
590	423	292
591	423	292
592	424	291
593	424	290
594	425	289
595	425	288
596	426	287
597	426	286
598	427	285
599	427	285
600	428	284
601	428	283
602	429	282
603	429	281
604	429	280
605	430	279
606	430	278
607	431	278
608	431	277
609	432	276
610	432	275
611	433	274
612	433	273
613	434	273
614	434	272
615	435	271
616	435	270
617	436	269
618	436	268
619	437	268
620	437	267
621	438	266
622	438	265
623	439	264
624	439	263
625	440	263
626	440	262
627	441	261
628	441	260
629	442	259
630	442	258
631	443	258
632	443	257
633	444	256
634	444	255
635	445	254
636	445	254
637	446	253
638	446	252
639	447	251
640	447	250
641	448	249
642	448	249
643	449	248
644	449	247
645	450	246
646	450	245
647	451	245
648	451	244
649	452	243
650	452	242
651	453	241
652	453	241
653	454	240
654	454	239
655	455	238
656	455	237
657	456	237
658	456	236
659	457	235
660	457	234
661	458	233
662	458	233
663	459	232
664	459	231
665	460	230
666	460	229
667	460	229
668	461	228
669	461	227
670	462	226
671	462	225
672	463	225
673	463	224
674	464	223
675	464	222
676	465	221
677	465	221
678	466	220
679	466	219
680	467	218
681	467	218
682	468	217
683	468	216
684	469	215
685	469	214
686	470	214
687	470	213
688	471	212
689	471	211
690	472	211
691	472	210
692	473	209
693	473	208
694	474	208
695	474	207
696	474	206
697	475	205
698	475	204
699	476	204
700	476	203
701	477	202
702	477	201
703	478	201
704	478	200
705	479	199
706	479	198
707	480	198
708	480	197
709	481	196
710	481	195
711	482	195
712	482	194
713	483	193
714	483	192
715	484	192
716	484	191
717	485	190
718	485	189
719	486	189
720	486	188
721	487	187
722	487	186
723	488	186
724	488	185
725	489	184
726	489	183
727	490	183
728	490	182
729	491	181
730	491	180
731	492	180
732	492	179
733	493	178
734	493	177
735	494	177
736	494	176
737	494	175
738	495	174
739	495	174
740	496	173
741	496	172
742	497	172
743	497	171
744	498	170
745	498	169
746	499	169
747	499	168
748	500	167
749	500	166
750	501	166
751	501	165
752	502	164
753	502	164
754	503	163
755	503	162
756	504	161
757	504	161
758	505	160
759	505	159
760	506	158
761	506	158
762	507	157
763	507	156
764	508	156
765	508	155
766	508	154
767	509	153
768	509	153
769	510	152
770	510	151
771	511	151
772	511	150
773	512	149
774	512	148
775	513	148
776	513	147
777	514	146
778	514	146
779	515	145
780	515	144
781	516	143
782	516	143
783	517	142
784	517	141
785	518	141
786	518	140
787	519	139
788	519	139
789	520	138
790	520	137
791	521	136
792	521	136
793	522	135
794	522	134
795	523	134
796	523	133
797	524	132
798	524	131
799	525	131
800	525	130
801	526	129
802	526	129
803	527	128
804	527	127
805	527	127
806	528	126
807	528	125
808	529	124
809	529	124
810	530	123
811	530	122
812	531	122
813	531	121
814	532	120
815	532	120
816	533	119
817	533	118
818	534	118
819	534	117
820	535	116
821	535	115
822	536	115
823	536	114
824	537	113
825	537	113
826	538	112
827	538	111
828	539	111
829	539	110
830	539	109
831	540	109
832	540	108
833	541	107
834	541	107
835	542	106
836	542	105
837	543	105
838	543	104
839	544	103
840	544	103
841	545	102
842	545	101
843	546	100
844	546	100
845	547	99
846	547	98
847	548	98
848	548	97
849	549	96
850	549	96
851	550	95
852	550	94
853	551	94
854	551	93
855	552	92
856	552	92
857	553	91
858	553	90
859	554	90
860	554	89
861	554	88
862	555	88
863	555	87
864	556	86
865	556	86
866	557	85
867	557	84
868	558	84
869	558	83
870	559	82
871	559	82
872	560	81
873	560	80
874	561	80
875	561	79
876	562	78
877	562	78
878	563	77
879	563	76
880	564	76
881	564	75
882	565	74
883	565	74
884	566	73
885	566	72
886	567	72
887	567	71
888	568	70
889	568	70
890	569	69
891	569	68
892	570	68
893	570	67
894	571	67
895	571	66
896	572	65
897	572	65
898	573	64
899	573	63
900	574	63
901	574	62
902	575	61
903	575	61
904	576	60
905	576	59
906	577	59
907	577	58
908	577	57
909	578	57
910	578	56
911	579	55
912	580	55
913	580	54
914	581	53
915	581	53
916	582	52
917	582	52
918	583	51
919	583	50
920	584	50
921	584	49
922	585	48
923	585	48
924	586	47
925	586	46
926	587	46
927	587	45
928	588	44
929	588	44
930	589	43
931	589	43
932	590	42
933	590	41
934	591	41
935	591	40
936	592	39
937	592	39
938	593	38
939	593	37
940	594	37
941	594	36
942	595	35
943	595	35
944	596	34
945	596	34
946	597	33
947	597	32
948	598	32
949	598	31
950	598	30
951	599	30
952	599	29
953	600	28
954	600	28
955	601	27
956	601	27
957	602	26
958	602	25
959	603	25
960	603	24
961	604	23
962	604	23
963	605	22
964	605	21
965	606	21
966	606	20
967	607	20
968	607	19
969	608	18
970	608	18
971	609	17
972	609	16
973	609	16
974	610	15
975	610	15
976	611	14
977	611	13
978	612	13
979	612	12
980	613	11
981	613	11
982	614	10
983	614	9
984	615	9
985	615	8
986	616	8
987	616	7
988	617	6
989	617	6
990	618	5
991	618	4
992	619	4
993	619	3
994	620	3
995	620	2
996	621	1
997	621	1
998	621	0
999	622	0
